,course_id,section_name,meeting_id,building_abb,room,monday,tuesday,wednesday,thursday,friday,saturday,sunday,frequency,section_status,days,section_title,min_credits,faculty_name,meeting_info,course_description,co_reqs,pre_reqs,building_names,faculty_first,faculty_last,division,department_abbreviation,department_name,course_num,seven_week,term,start_date,end_date,start_time,end_time,gen_ed_abb,gen_ed_names,same_as,max_credits,also_fulfills,section_comments,lab,c_id
214,98990,MUS-230-O,60064.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Voice,1,"H.Andereck,C.Hanson","08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors and minors in their second year of study.  Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required.  Prerequisite: music major or music minor with 2 semesters of 130 (Private Instruction).  Additional fees will be assessed for this course.,,,To be Announced,"H, C","Andereck, Hanson",Humanities,MUS,Music,230,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,2.0,,,,501
215,98991,MUS-230-P,60065.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Voice,1,"H.Andereck,A.Whitfield","08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors and minors in their second year of study.  Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required.  Prerequisite: music major or music minor with 2 semesters of 130 (Private Instruction).  Additional fees will be assessed for this course.,,,To be Announced,"H, A","Andereck, Whitfield",Humanities,MUS,Music,230,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,2.0,,,,501
216,98992,MUS-231-A,60066.0,JENS,CHOIR,Y,,Y,,Y,,,W,A,MWF,Theory III,3,A.Engelsdorfer,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Jenson Noble Hall of Music, Room CHOIR","A continuation of Theory II. Covers chromatic harmony and voice leading, modulation, modal mixture, and styles and techniques relating to music of the twentieth century and beyond.  Activities include written exercises, keyboard exercises, composition exercises, and the analysis of musical examples.",,,Jenson-Noble Hall of Music,A,Engelsdorfer,Humanities,MUS,Music,231,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:00,,,,0.0,,,"['MUS-231L-A', 'MUS-231L-B', 'MUS-231L-C', 'MUS-231L-D', 'MUS-231L-E']",883
217,99437,NURS-425L-A01,60067.0,VALD,245,,,,Y,,,,W,A,R,Synthesis Clin Pract Life Lab,0,J.Nelson,"09/01/2016-12/08/2016 Lab Thursday 07:15AM - 10:15AM, Valders, Room 245",,NURS 425,,Valders Hall of Science,J,Nelson,Sciences,NURS,Nursing,425L,0,Fall 2016,2016/08/31,2016/12/15,07:15,10:15,,,,0.0,,,,824
218,98993,MUS-231-B,60069.0,JENS,123,Y,,Y,,Y,,,W,A,MWF,Theory III,3,A.Engelsdorfer,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Jenson Noble Hall of Music, Room 123","A continuation of Theory II. Covers chromatic harmony and voice leading, modulation, modal mixture, and styles and techniques relating to music of the twentieth century and beyond.  Activities include written exercises, keyboard exercises, composition exercises, and the analysis of musical examples.",,,Jenson-Noble Hall of Music,A,Engelsdorfer,Humanities,MUS,Music,231,0,Fall 2016,2016/08/31,2016/12/15,11:00,12:00,,,,0.0,,,"['MUS-231L-A', 'MUS-231L-B', 'MUS-231L-C', 'MUS-231L-D', 'MUS-231L-E']",883
219,98994,MUS-231-C,60070.0,JENS,123,Y,,Y,,Y,,,W,A,MWF,Theory III,3,A.Engelsdorfer,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Jenson Noble Hall of Music, Room 123","A continuation of Theory II. Covers chromatic harmony and voice leading, modulation, modal mixture, and styles and techniques relating to music of the twentieth century and beyond.  Activities include written exercises, keyboard exercises, composition exercises, and the analysis of musical examples.",,,Jenson-Noble Hall of Music,A,Engelsdorfer,Humanities,MUS,Music,231,0,Fall 2016,2016/08/31,2016/12/15,12:15,13:15,,,,0.0,,,"['MUS-231L-A', 'MUS-231L-B', 'MUS-231L-C', 'MUS-231L-D', 'MUS-231L-E']",883
220,98995,MUS-231-D,60071.0,JENS,123,Y,,Y,,Y,,,W,A,MWF,Theory III,3,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Jenson Noble Hall of Music, Room 123","A continuation of Theory II. Covers chromatic harmony and voice leading, modulation, modal mixture, and styles and techniques relating to music of the twentieth century and beyond.  Activities include written exercises, keyboard exercises, composition exercises, and the analysis of musical examples.",,,Jenson-Noble Hall of Music,,,Humanities,MUS,Music,231,0,Fall 2016,2016/08/31,2016/12/15,13:30,14:30,,,,0.0,,,"['MUS-231L-A', 'MUS-231L-B', 'MUS-231L-C', 'MUS-231L-D', 'MUS-231L-E']",883
221,98996,MUS-231L-A,60072.0,JENS,125,,Y,,Y,,,,W,A,TR,Ear Training III,1,K.Reed,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:50AM - 09:30AM, Jenson Noble Hall of Music, Room 125","A study including sightsinging, rhythmic performance, keyboard and improvisation exercises, dictation (melodic, harmonic, rhythmic), and related skills, all designed to develop the students musical ear to the highest degree possible.",,,Jenson-Noble Hall of Music,K,Reed,Humanities,MUS,Music,231L,0,Fall 2016,2016/08/31,2016/12/15,08:50,09:30,,,,0.0,,,,634
222,98997,MUS-231L-B,60074.0,JENS,125,,Y,,Y,,,,W,A,TR,Ear Training III,1,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 11:40AM, Jenson Noble Hall of Music, Room 125","A study including sightsinging, rhythmic performance, keyboard and improvisation exercises, dictation (melodic, harmonic, rhythmic), and related skills, all designed to develop the students musical ear to the highest degree possible.",,,Jenson-Noble Hall of Music,,,Humanities,MUS,Music,231L,0,Fall 2016,2016/08/31,2016/12/15,11:00,11:40,,,,0.0,,,,634
223,98998,MUS-231L-C,60076.0,JENS,123,,Y,,Y,,,,W,A,TR,Ear Training III,1,W.Joyce,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 11:40AM, Jenson Noble Hall of Music, Room 123","A study including sightsinging, rhythmic performance, keyboard and improvisation exercises, dictation (melodic, harmonic, rhythmic), and related skills, all designed to develop the students musical ear to the highest degree possible.",,,Jenson-Noble Hall of Music,W,Joyce,Humanities,MUS,Music,231L,0,Fall 2016,2016/08/31,2016/12/15,11:00,11:40,,,,0.0,,,,634
224,98999,MUS-231L-D,60077.0,JENS,123,,Y,,Y,,,,W,A,TR,Ear Training III,1,W.Joyce,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:50AM - 12:30PM, Jenson Noble Hall of Music, Room 123","A study including sightsinging, rhythmic performance, keyboard and improvisation exercises, dictation (melodic, harmonic, rhythmic), and related skills, all designed to develop the students musical ear to the highest degree possible.",,,Jenson-Noble Hall of Music,W,Joyce,Humanities,MUS,Music,231L,0,Fall 2016,2016/08/31,2016/12/15,11:50,12:30,,,,0.0,,,,634
225,99000,MUS-231L-E,60079.0,CART,217,,Y,,Y,,,,W,A,TR,Ear Training III,1,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:50AM - 09:30AM, Center for the Arts, Room 217","A study including sightsinging, rhythmic performance, keyboard and improvisation exercises, dictation (melodic, harmonic, rhythmic), and related skills, all designed to develop the students musical ear to the highest degree possible.",,,Center for the Arts,,,Humanities,MUS,Music,231L,0,Fall 2016,2016/08/31,2016/12/15,08:50,09:30,,,,0.0,,,,634
226,98638,CS-140-B,60080.0,OLIN,202,Y,,Y,,Y,,,W,A,MWF,Data Modeling and Querying,2,P.Mattson,"10/19/2016-12/09/2016 Lecture - Second 7 Weeks Monday, Wednesday, Friday 01:30PM - 02:30PM, Olin, Room 202","The course focuses on constructing relational models of data, the relational algebra, querying relational databases using SQL. Students will become familiar with a popular open source data management system such as MySQL or Postgresql.",,,Olin,P,Mattson,Sciences,CS,Computer Science,140,2,Fall 2016,2016/10/19,2016/12/15,13:30,14:30,,,,0.0,,Second seven weeks.,,861
227,99001,MUS-238-A,60081.0,JENS,123,,Y,,,,,,W,A,T,Composition Workshop,1,W.Joyce,"08/31/2016-12/15/2016 Lecture Tuesday 12:45PM - 02:15PM, Jenson Noble Hall of Music, Room 123","A workshop for students interested in exploring composition and improvisation. Students are exposed to a range of musical styles and compositional practices, and these musical explorations result in original compositions which are workshopped and performed.  Class culminates in a concert of new works.  No prerequisites, but some previous study of music theory is highly beneficial.",,,Jenson-Noble Hall of Music,W,Joyce,Humanities,MUS,Music,238,0,Fall 2016,2016/08/31,2016/12/15,12:45,14:15,,,,0.0,,,,1091
228,98639,CS-150-A,60082.0,OLIN,202,Y,,Y,,Y,,,W,A,MWF,Intro to Computer Sci I,4,C.Hardy,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Olin, Room 202","An introduction to computer science emphasizing problem solving. Problems are selected from a variety of interesting areas such as graphics, image processing, cryptography, data analysis, astronomy, video games, and environmental stimulation. Topics include algorithm design and object oriented programming.",,,Olin,C,Hardy,Sciences,CS,Computer Science,150,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:00,QUANT,Quantitative,,0.0,,,,597
229,98640,CS-150-B,60083.0,OLIN,202,Y,,Y,,Y,,,W,A,MWF,Intro to Computer Sci I,4,C.Hardy,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 202","An introduction to computer science emphasizing problem solving. Problems are selected from a variety of interesting areas such as graphics, image processing, cryptography, data analysis, astronomy, video games, and environmental stimulation. Topics include algorithm design and object oriented programming.",,,Olin,C,Hardy,Sciences,CS,Computer Science,150,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,QUANT,Quantitative,,0.0,,,,597
230,99002,MUS-250-A,60084.0,JENS,SUNDT,,Y,,Y,,,,W,A,TR,Intro to Conducting,2,J.Robison,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Jenson Noble Hall of Music, Room SUNDT","A study of fundamental gesture, technique, and score preparation.  Additional focus is given to oral communication and writing related to the art of conducting and self-evaluation.",,,Jenson-Noble Hall of Music,J,Robison,Humanities,MUS,Music,250,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:30,,,,0.0,,,,607
231,98641,CS-160-A,60085.0,OLIN,112,Y,,Y,,Y,,,W,A,MWF,Algorithms and Data Structures,4,B.Miller,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Olin, Room 112","A continuation of the ideas presented in CS 150 with particular emphasis on data structures, algorithms, and analysis.  Implementation of abstract data types such as stacks, queues, trees, and graphs as well as important recursive and non-recursive algorithms. Analysis of sorting and searching algorithms.",,CS 150.,Olin,B,Miller,Sciences,CS,Computer Science,160,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:00,,,,0.0,,,,733
232,99003,MUS-250-B,60086.0,JENS,CHOIR,,Y,,Y,,,,W,A,TR,Intro to Conducting,2,,"09/01/2016-12/08/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Jenson Noble Hall of Music, Room CHOIR","A study of fundamental gesture, technique, and score preparation.  Additional focus is given to oral communication and writing related to the art of conducting and self-evaluation.",,,Jenson-Noble Hall of Music,,,Humanities,MUS,Music,250,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:30,,,,0.0,,,,607
233,98642,CS-165-A,60087.0,OLIN,202,,Y,,Y,,,,W,A,TR,Software Development Tools,2,K.Lee,"08/31/2016-10/13/2016 Lecture - First 7 Weeks Tuesday, Thursday 12:45PM - 02:15PM, Olin, Room 202","Students are introduced to tools for automation including shell programming, use of the Linux operating system including redirection of input and output, piping, file management, and system security.",,,Olin,K,Lee,Sciences,CS,Computer Science,165,1,Fall 2016,2016/08/31,2016/10/13,12:45,14:15,,,,0.0,,First seven weeks.,,958
234,99004,MUS-250-C,60088.0,JENS,ORCH,,Y,,Y,,,,W,A,TR,Intro to Conducting,2,D.Baldwin,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Jenson Noble Hall of Music, Room ORCH","A study of fundamental gesture, technique, and score preparation.  Additional focus is given to oral communication and writing related to the art of conducting and self-evaluation.",,,Jenson-Noble Hall of Music,D,Baldwin,Humanities,MUS,Music,250,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:30,,,,0.0,,,,607
235,99005,MUS-250-D,60090.0,JENS,SPER,,Y,,Y,,,,W,A,TR,Intro to Conducting,2,S.Martin,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Jenson Noble Hall of Music, Room SPER","A study of fundamental gesture, technique, and score preparation.  Additional focus is given to oral communication and writing related to the art of conducting and self-evaluation.",,,Jenson-Noble Hall of Music,S,Martin,Humanities,MUS,Music,250,0,Fall 2016,2016/08/31,2016/12/15,08:00,09:30,,,,0.0,,,,607
236,99006,MUS-273-A,60091.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,J.Strauss,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,J,Strauss,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year. ,,757
237,99007,MUS-273-B,60092.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,,,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
238,99009,MUS-273-D,60093.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,J.Guzman,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,J,Guzman,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
239,99010,MUS-273-E,60094.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,V.Strauss,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,V,Strauss,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
240,99011,MUS-273-F,60095.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,A.Hightower,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,A,Hightower,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
241,99008,MUS-273-C,60096.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,H.Armstrong,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,H,Armstrong,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
242,99012,MUS-273-G,60097.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,R.Shaffer,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,R,Shaffer,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
243,99013,MUS-273-H,60098.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,I.Kalnin,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,I,Kalnin,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
244,99014,MUS-273-I,60099.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,S.Martin,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,S,Martin,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
245,99015,MUS-273-J,60100.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,J.Ailabouni,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,J,Ailabouni,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
246,99016,MUS-273-K,60101.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,C.Hester,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,C,Hester,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
247,99017,MUS-273-L,60102.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,J.Cord,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,J,Cord,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
248,98645,CS-360-A,60103.0,OLIN,112,Y,,Y,,Y,,,W,A,MWF,Adv Algorithms and Data Struct,4,K.Lee,"08/31/2016-12/09/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 112","Development of advanced data structures, parallel algorithms, and advanced analysis of algorithms.  Included topics are B-trees, Tries, B+ and B* trees, hashing algorithms and other structures for dealing with large data sets.  Algorithms for data set manipulation including parallel algorithms for processing data sets. ",,,Olin,K,Lee,Sciences,CS,Computer Science,360,0,Fall 2016,2016/08/31,2016/12/15,09:15,10:15,,,,0.0,,"Prereq: CS 165 and 252, or CS 200.",,828
249,98648,CS-490-A,60104.0,OLIN,112,,Y,,Y,,,,W,A,TR,Senior Project,2,B.Miller,"09/01/2016-12/08/2016 Independent Studies Tuesday, Thursday 02:30PM - 04:00PM, Olin, Room 112","Senior computer science majors participate in a substantial, yearlong software development project; CS 490 in the fall, CS 491 in the spring.  Students work from conceptualization and design through to implementation and delivery of a real software application.",,,Olin,B,Miller,Sciences,CS,Computer Science,490,0,Fall 2016,2016/08/31,2016/12/15,14:30,16:00,,,,0.0,,Year-long course.  Each senior CS major must enroll in CS 490 in the fall (2 credits) and CS 491 in the spring (2 credits).  Both courses are required for the major.,,1086
250,99018,MUS-273-M,60105.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,P.Lingen,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,P,Lingen,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
251,98644,CS-296-A,60106.0,ARR,ARR,,,,,,,,W,A,,Writing in the Major Lab,1,"K.Lee,B.Miller,P.Mattson,C.Hardy","10/19/2016-12/15/2016 Lecture - Second 7 Weeks Days to be Announced, Times to be AnnouncedArranged, Room ARR","A companion to any of CS 320, 330, 352, 353, 360, 370, 420, 430, 440, or 450. Students wishing to delve deeper into a subject in one of the companion courses may register for this lab with consent of instructor.  A student taking this lab will be required to write a technical paper in the style typical of a computer science journal or conference proceedings, on a topic agreed to by the companion course instructor.  Feedback will be provided on writing style and content with the paper going through multiple revisions.  Students receiving a C or better on their paper will fulfill the writing in the major requirement. Students may register for this as a seven week lab anytime prior to the middle of the semester in which the companion course is taught. Requires consent of instructor.",,,To be Announced,"K, B, P, C","Lee, Miller, Mattson, Hardy",Sciences,CS,Computer Science,296,2,Fall 2016,2016/10/19,2016/12/15,NA,NA,,,,0.0,,Second seven weeks.  Consent of instructor required.,,640
252,99019,MUS-273-N,60107.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,M.Smith,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,M,Smith,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Students must have formed a group with permission of instructor. This 1 credit course counts in your 36 for the year.,,757
253,99020,MUS-273-O,60108.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,D.Huang,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,D,Huang,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Student must have formed a group with permission of instructor.  This 1 credit course counts in your 36 for the year.,,757
254,99021,MUS-273-P,60109.0,ARR,ARR,,,,,,,,W,A,,Chamber Music,1,L.Postudensek Hart,"08/31/2016-12/15/2016 Lecture Days to be Announced, Times to be AnnouncedArranged, Room ARR",Instruction in the literature for small ensembles. Ensembles should be approved by an instructor before registration. Open to all students regardless of major.  All ensemble members must be registered. This is a chargeable credit and will count toward the 36 credits for the year.,,,To be Announced,L,Postudensek Hart,Humanities,MUS,Music,273,0,Fall 2016,2016/08/31,2016/12/15,NA,NA,,,,0.0,,Student must have formed a group with permission of instructor.  This 1 credit course counts in your 36 for the year.,,757
255,99022,MUS-300-A,60110.0,JENS,SPER,Y,,Y,,Y,,,W,A,MWF,Music Ensemble: Concert Band,0,J.de Albuquerque,"08/31/2016-12/15/2016 Music Ensemble Monday, Wednesday, Friday 12:15PM - 01:15PM, Jenson Noble Hall of Music, Room SPER (more)...",,,,Jenson-Noble Hall of Music,J,de Albuquerque,Humanities,MUS,Music,300,0,Fall 2016,2016/08/31,2016/12/15,12:15,13:15,,,,0.0,,,,511
256,99022,MUS-300-A,60111.0,JENS,SPER,,Y,,,,,,W,A,T,Music Ensemble: Concert Band,0,J.de Albuquerque,"08/31/2016-12/15/2016 Music Ensemble Monday, Wednesday, Friday 12:15PM - 01:15PM, Jenson Noble Hall of Music, Room SPER (more)...",,,,Jenson-Noble Hall of Music,J,de Albuquerque,Humanities,MUS,Music,300,0,Fall 2016,2016/08/31,2016/12/15,16:15,17:45,,,,0.0,,,,511
257,99023,MUS-300-A,60112.0,JENS,SPER,,Y,,Y,,,,W,A,TR,Music Ensemble: Varsity Band,0,J.de Albuquerque,"08/31/2016-12/15/2016 Music Ensemble Tuesday, Thursday 02:30PM - 04:00PM, Jenson Noble Hall of Music, Room SPER",,,,Jenson-Noble Hall of Music,J,de Albuquerque,Humanities,MUS,Music,300,0,Fall 2016,2016/08/31,2016/12/15,14:30,16:00,,,,0.0,,,,511
258,99439,CS-120-A,60113.0,OLIN,112,Y,,Y,,Y,,,W,A,MWF,Introduction to Data Science,4,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Olin, Room 112","An introduction to the discipline of data science through case studies and hands-on experience.  Students will see examples of real data science and will gain an understanding of the theory and practice.  They will also use simple tools and techniques to begin to understand the complexities of data manipulation, modeling, and visualization.",,,Olin,,,Sciences,CS,Computer Science,120,0,Fall 2016,2016/08/31,2016/12/15,12:15,13:15,,,,0.0,,,,544
259,99024,MUS-300-A,60114.0,JENS,ORCH,,,Y,,Y,,,W,A,WF,Music Ensemble: Chamber Orches,0,D.Baldwin,"08/31/2016-12/15/2016 Music Ensemble Wednesday, Friday 04:00PM - 05:30PM, Jenson Noble Hall of Music, Room ORCH",,,,Jenson-Noble Hall of Music,D,Baldwin,Humanities,MUS,Music,300,0,Fall 2016,2016/08/31,2016/12/15,16:00,17:30,,,,0.0,,,,511
260,99025,MUS-300-A,60115.0,JENS,ORCH,Y,,,,,,,W,A,M,Music Ensemble: Symphony Orche,0,D.Baldwin,"08/31/2016-12/15/2016 Music Ensemble Monday 04:00PM - 05:30PM, Jenson Noble Hall of Music, Room ORCH (more)...",,,,Jenson-Noble Hall of Music,D,Baldwin,Humanities,MUS,Music,300,0,Fall 2016,2016/08/31,2016/12/15,16:00,17:30,,,,0.0,,,,511
261,99025,MUS-300-A,60116.0,JENS,ORCH,,Y,,Y,,,,W,A,TR,Music Ensemble: Symphony Orche,0,D.Baldwin,"08/31/2016-12/15/2016 Music Ensemble Monday 04:00PM - 05:30PM, Jenson Noble Hall of Music, Room ORCH (more)...",,,,Jenson-Noble Hall of Music,D,Baldwin,Humanities,MUS,Music,300,0,Fall 2016,2016/08/31,2016/12/15,16:15,17:45,,,,0.0,,,,511
