Course Sections Id,Sec Name,Sec Short Title,Sec Min Cred,Sec Max Cred,Faculty First Initial & Last CSV,Sec Start Date,Sec End Date,Sec Status,Sec Printed Comments,Sec Meeting Info,Crs Desc,Course Types CSV,Corequisite,Prerequisite
98795,HIST-493-A,Senior Honors Project,0,,,8/31/16 0:00,12/15/16 0:00,P,,,"A year-long independent research project. Applications are completed on the ""Honors Program"" form available at the registrar's office, requiring the signatures of a faculty supervisor, the department head, the honors program director, and the registrar. Interdisciplinary projects require the signatures of two faculty supervisors. The project must be completed by the due date for senior projects. The completed project is evaluated by a review committee consisting of the faculty supervisor, another faculty member from the major department, and a faculty member from outside the major department. All projects must be presented publicly. Only projects awarded an ""A- or A"" qualify for ""department honors"" designation. The honors project fulfills the all-college senior project requirement. (R, S, W)","HON,PBK",,
99240,PE-380-A,Internship,1,8,,8/31/16 0:00,12/15/16 0:00,P,,,Supervised on-or off-campus work situations in public or private organizations. Graded credit/no credit.,JT2,,
99382,SW-301-A,Social Work Pract II,4,,G.Meyette,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Koren, Room 218",Applies the generalist model learned in SW 201 to social work practice with families and groups. Skills for family and group work are developed through a laboratory group and an experience leading a group in the community.,,,"Take SW-101, SW-102 and SW-201"
98516,ART-384-A,Studio Projects,1,4,,8/31/16 0:00,12/15/16 0:00,P,,,Students may propose advanced study in a studio area upon completion of the studio sequence in that area.  Designed to serve students who have completed the courses in their proposed area of study. See form on registrar's website.,"JT2,IMAMJ",,
99055,MUS-330-A,Private Instruction-Guitar,1,2,P.Lingen,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their third year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required. Prerequisite:  music major or music minor with 2 semesters of 230 (Private Instruction). Additional fees will be assessed for this course.,"PRIV,PBK,LES9",,
98958,MUS-230-A,Private Instruction-Organ,1,2,"B.Schultz,G.Peterson",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors and minors in their second year of study.  Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required.  Prerequisite: music major or music minor with 2 semesters of 130 (Private Instruction).  Additional fees will be assessed for this course.,"PRIV,PBK,LES17",,
99210,PE-110-B01,Skill: Archery,1,,J.O'Gara,8/31/16 0:00,10/13/16 0:00,A,,"08/31/2016-10/13/2016 PE Skills - 1st 7 Weeks Monday, Wednesday, Friday 01:30PM - 02:30PM, Arranged, Room ARR",,SKL,,
99222,PE-120-A,Athletic Part: Men's Soccer,0,,,8/31/16 0:00,12/15/16 0:00,P,,,,,,
99209,PE-110-B01,Skill:Ropes Course,1,,J.Boeke,8/31/16 0:00,10/13/16 0:00,A,,"08/31/2016-10/13/2016 PE Skills - 1st 7 Weeks Tuesday, Thursday 11:00AM - 12:30PM, Regents Center, Room GYMN",,SKL,,
99120,NURS-234-A,Pathways to Practice I,2,,L.Bouska,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:00PM, Valders, Room 262","First of two courses focusing on assessment, health promotion and communication skills; development and application of cognitive and psychomotor skills to perform systematic, holistic, and culturally sensitive assessments with an emphasis on the application of clinical reasoning.  This course facilitates the acquistion of knowledge for the liberal arts, sciences and nursing as the foundation of professional nursing practice. ",,,"Admission to nursing major. Bio 115, 116, 152, Hlth 125. Corequisites: Bio 243, Sci 240, Psyc 130, Nurs 235"
99464,ENVS-239-A,ST:Rivers and Society,4,,R.Brummel,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Valders, Room 375","Rivers are important environmental, cultural, and economic features in the landscape, yet we struggle to manage them sustainably.  Using rivers as an integrating element, the course draws from multidisciplinary perspectives to understand social dependence on river systems, as well as human modification and management of river environments.  In particular, we will examine cultural meanings of rivers in the arts; the politics of dams; rivers and pollution policy; water rights and water conflicts; fishing culture and fisheries policy; and river recreation and restoration.  We will ground our examination in case studies of rivers, ranging from the local Upper Iowa River, to the Mississippi, to major river systems of the world, such as the Ganges, the Yangtze, and the Amazon.","HB,ENVMJ,PBK",,
99282,PSYC-130-B,General Psychology,4,,S.Travers,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Valders, Room 375","An introduction to the field of psychology intended for both majors and non-majors. Topics covered include social processes, personality, emotional disorders, development, thinking, testing, learning, motivation, perception, psychobiology, and animal behavior. This course is prerequisite to all other psychology courses.","SS,PBK,HBSSM",,
99285,PSYC-130-E,General Psychology,4,,J.Sprung,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Valders, Room 252","An introduction to the field of psychology intended for both majors and non-majors. Topics covered include social processes, personality, emotional disorders, development, thinking, testing, learning, motivation, perception, psychobiology, and animal behavior. This course is prerequisite to all other psychology courses.","SS,PBK,HBSSM",,
98933,MUS-130-A,Private Instructn-Harpsichord,1,2,K.Reed,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,"PRIV,PBK,LES18",,
98969,MUS-230-A,Private Instruction-Cello,1,2,S.Martin,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors and minors in their second year of study.  Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required.  Prerequisite: music major or music minor with 2 semesters of 130 (Private Instruction).  Additional fees will be assessed for this course.,"PRIV,PBK,LES13",,
98722,ENG-230-A,The Writer's Voice,4,,K.Narveson,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Main, Room 212","When writers write, they sing, whisper, and shout. This course, an introduction to the English major, emphasizes literature and writing as forms of personal and cultural expression.  Our central literary focus is on poetry, by may include fiction, drama, or non-fiction.  The course also gives extended attention to student writing as a performative act, conscious of voice, audience, and purpose.","FA,PBK,HEPT",,PAID 111 or transfer equivalent
98747,FREN-101-B,Elementary French I,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"A practical approach to the French language, in which the student begins speaking French from the first day and completes the year with a basic ability to speak, write, read, and understand French.",PBK,,
99206,PE-110-B01,Skill:Pilates,1,,D.Kohut,8/31/16 0:00,10/13/16 0:00,A,,"08/31/2016-10/13/2016 PE Skills - 1st 7 Weeks Monday, Wednesday, Friday 09:15AM - 10:15AM, Regents Center, Room DS",,SKL,,
99191,PAID-450-A,U.S. Schools,4,,"D.Vesperman,C.Foster",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Koren, Room 217 (more)...","This course examines issues about schooling in the United States and explores the questions which educators, citizens, parents and students face regarding education.  In addition to looking at features of schools, students examine the relationship between religion, politics and economics in the schools of our nation.  Students explore religious and secular values and their effect on educational decisions and behaviors, particularly as those values related to ethnicity, race, class and gender.  The course also discusses how contemporary educators, parents, citizens and students must understand the legacy of historical decisions about schools that continue to influence modern systems of education.","PBK,PAID2",,
98538,BIO-125-A,Genetics and Society,4,,D.Talsness,8/31/16 0:00,12/15/16 0:00,A,Register for lecture and lab.,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Valders, Room 369","Genetics plays an ever increasing role in our society, and a basic understanding of this field is vital for making informed decisions on issues that impact our health, safety, and environment. This course aims to connect the concepts and approaches of genetics to societal issues relating to health, diversity, forensics, and evolution. The course will provide basic coverage of the science of genetics, including the structure, expression, and transmission of heritable information and the evolution of populations. Methods and techniques, such as gene cloning and DNA fingerprinting, will be covered to provide information on how scientists use genetic technology to answer questions. Also included will be discussion of some of the ethical and social questions surrounding issues as diverse as screening human embryos for genetic traits, evaluating the genetic basis of aggressive behavior, and creating genetically modified organisms. Lecture and laboratory. ","NWL,PBK",BIO 125L,
99448,PHIL-485-A,Sem:Meta Ethics,4,,S.Bailey,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Seminar Monday 06:00PM - 09:00PM, Ockham House, Room 014","Seminar: Metaethics Almost everyone makes moral judgments and tries to defend them.  Metaethics is the branch of philosophy that explores the theoretical basis for doing this.  Can moral judgments be objectively true or false?  How are they related to the natural world? To what do moral terms refer?  How does one argue for moral claims, and is moral knowledge possible?  How are ethics and psychology related?  This seminar will explore foundational issues in contemporary metaethics against the historical backdrop of key philosophical papers produced over the course of the 20th century.",,,three courses in philosophy
98825,ITAL-375-A,Directed Readings,1,4,,8/31/16 0:00,12/15/16 0:00,P,,,,PBK,,
98877,MGT-353-A,Financial Management,4,,T.Mutsune,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 101","Introduction to the two major decisions faced by the finance manager: financing (raising cash) and capital budgeting (investing cash). A focus on cash-flow based decision-making including time value of money, the relationship between risk and return, the cost of capital, capital structure, and leverage. This course includes writing instruction that partially fulfills the writing requirement.",PBK,,Take mgt 150 or math 115.   Take acctg 150.
99323,REL-241-A,Christian Ethics,4,,,8/31/16 0:00,12/15/16 0:00,A,"Course can only fulfill either REL or HEPT gen ed req, not both","08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Main, Room 112","An introduction to the biblical and theological sources of Christian ethics, types of moral theories, and methods of moral deliberation. Students develop a moral framework for a response to a variety of issues related to human sexuality, business, ecology, business, medicine, and war.","RP,PBK,REL,HEPT",,"REL 101, 111, or 112."
98975,MUS-230-A,Private Instruction-Flute,1,2,"C.Hester,T.Meade",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors and minors in their second year of study.  Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required.  Prerequisite: music major or music minor with 2 semesters of 130 (Private Instruction).  Additional fees will be assessed for this course.,"PRIV,PBK,LES8",,
99024,MUS-300-A,Music Ensemble: Chamber Orches,0,,D.Baldwin,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Music Ensemble Wednesday, Friday 04:00PM - 05:30PM, Jenson Noble Hall of Music, Room ORCH",,,,
98728,ENG-352-A,Am. Front: Am. Lit. to 1860,4,,,8/31/16 0:00,12/15/16 0:00,P,,,"American writers since the very beginnings have inscribed the natural landscape and crossed frontiers of the human heart and soul.  We will explore these frontiers and the authors who transcend boundaries into uncharted space in stories of Spanish conquistadors and Native Americans; the narratives of English colonists, African-American slaves, and explorers Lewis and Clark; nature essays of Emerson and Thoreau, illustrated by the Hudson Valley School; poetry by Bradstreet, Wheatley, Whitman, and Dickinson; fiction by Hawthorne, Melville, and Beecher Stowe. Offered alternate years.","HIST,PBK,HEPT",,"PAID 111, 112 or transfer equivalents"
99384,SW-380-A,Internship,1,2,,8/31/16 0:00,12/15/16 0:00,P,,,,JT2,,
98698,EDUC-371-A,Elem Gen Music Methods,4,,"L.Martin,J.Wilson",8/31/16 0:00,12/15/16 0:00,A,Sign up for lecture and lab.,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Center for the Arts, Room 217","Survey of the K-5 general music program. Study of the music student, content, materials, and methods of instruction. Includes Orff and Kodaly approaches, technology, and classroom management. This course provides practical experience in elementary general music methods through a teaching partnership with area schools. Required of all music education minors.",,Take Educ-371L;,Must be admitted to Teacher Education Program.
99536,WGST-270-A,Psychology and Aging,4,,S.Travers,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 349","This course is designed to examine psychological aspects of growing older in the 21st century.  Students will be introduced to the current methodologies used to study aging as we explore the physical, cognitive, and psychosocial changes in individuals over the age of 60.  The lecture, readings and assignments will address a range of topics that include expected versus abnormal changes in memory, creativity, the shifting roles of the elderly in family and society, and coping with illness and loss.  In light of the fact that individuals over the age of 85 are the fastest-growing segment of the global population, and that the majority are women (approximately 2:1), we will also study changes associated with gender roles and sexuality during our later years. A major goal for this course is to foster a clearer understanding of the processes associated with normal aging and to dispel a number of the stereotypes that surround this time of life. (Same as PSYC 270)",HB,,Take Psyc-130
98539,BIO-125L-A01,Genetics and Society Lab,0,,D.Talsness,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Thursday 02:30PM - 04:30PM, Sampson Hoffland Laboratories, Room 273",,,Take Bio-125;,
98602,CHEM-241L-04,Organic Chem I Lab,0,,O.Michels,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Thursday 11:00AM - 02:00PM, Sampson Hoffland Laboratories, Room 357",,,Take CHEM-241,
98504,ART-216-A,Printmaking,4,,D.Kamm,8/31/16 0:00,12/15/16 0:00,A,$35.00 course fee.,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Center for the Arts, Room 119",An introduction to the aesthetic and technical considerations of the printed image through exploration of a variety of basic printmaking processes.,"HE,PBK",,ART 108
98930,MUS-130-A,Private Instruction-Oboe,1,2,H.Armstrong,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,"PRIV,PBK,LES15",,
99069,MUS-330-N,Private Instruction-Voice,1,2,"H.Andereck,B.Westlund",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their third year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required. Prerequisite:  music major or music minor with 2 semesters of 230 (Private Instruction). Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
99071,MUS-330-P,Private Instruction-Voice,1,2,"H.Andereck,A.Whitfield",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their third year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required. Prerequisite:  music major or music minor with 2 semesters of 230 (Private Instruction). Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
98660,ECON-130-B,Principles of Economics,4,,C.Gomersall,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 206","An introduction to the uses of economic theory in the analysis of problems emergent in large societies. Specific topics include consumer choice, decision making by firms in price taking and price searching situations, and inflation and aggregate employment analysis. ","HBSSM,SS,PBK",,
98666,ECON-362-A,International Economics,4,,,8/31/16 0:00,12/15/16 0:00,P,Prerequisite: Econ 130 and Econ 248,,"Study of international economic principles necessary for understanding the world economy and economic exchanges that cross political boundaries. Topics include trade theory, governmental policies, international finance, foreign exchange markets, multinational corporations, and Third World perspectives.","INTCL,HBSSM,GL,PBK",,"ECON 130, 248."
99266,PHYS-493-A,Senior Honors Project,0,,,8/31/16 0:00,12/15/16 0:00,P,,,"A year-long independent research project.  Applications are completed on the ""Honors Program"" form available at the registrar's office, requiring the signatures of a faculty supervisor,  the department head, the honors program director,  and the registrar. Interdisciplinary projects require the signatures of two faculty supervisors. The project must be completed by the due date for  senior projects. The completed project is  evaluated by a review committee consisting of the faculty supervisor, another faculty member from the major  department, and a faculty member from outside the  major department. All projects must be presented  publicly. Only projects awarded an ""A- or A""  qualify for ""department honors"" designation. The  honors project fulfills the all-college senior  project requirement.","HON,PBK",,
98978,MUS-230-A,Private Instruction-Lute,1,2,P.Lingen,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors and minors in their second year of study.  Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required.  Prerequisite: music major or music minor with 2 semesters of 130 (Private Instruction).  Additional fees will be assessed for this course.,"PRIV,PBK,LES2",,
99104,MUS-430-C,Private Instruction-Voice,1,2,"H.Andereck,R.Ashcraft",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their fourth year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
99113,MUS-430-O,Private Instruction-Voice,1,2,"H.Andereck,C.Hanson",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their fourth year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
99211,PE-110-B01,Team Sports,1,,A.Bailey,8/31/16 0:00,10/13/16 0:00,A,"Sand Volleyball, Kickball, Soccer, Basketball, Team Handball","08/31/2016-10/13/2016 PE Skills - 1st 7 Weeks Monday, Wednesday, Friday 11:00AM - 12:00PM, Regents Center, Room GYM",,SKL,,
98904,MUS-118-A,Prep for Piano Proficency Test,0,,D.Huang,8/31/16 0:00,12/15/16 0:00,A,Piano placement recommendation.,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For first-semester music majors with significant background in piano. Two one-hour sessions will help these students prepare for the Piano Proficiency Test. Prerequisite: piano placement recommendation.,PBK,,
98524,ATHTR-365-A,"Clin III:Spine,Low Ext,Postur",4,,J.Flynn,8/31/16 0:00,12/15/16 0:00,A,Prereq:Athtr 268,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Regents Center, Room 221","An in-depth study of the assessment of common injuries in athletics.  Injuries to the abdomen, lumbar spine, and lower extremities will be covered.  Students are also required to complete 125 field experience hours supervised by Approved Clinical Instructor.  Requires junior standing.",,,ATHTR 268
99374,SPAN-304-A,Adv Grammar & Translation,4,,F.De Santis,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Main, Room 217",This course is for students who have completed SPAN 201 or the equivalent and who require more practice with advanced grammar structures. This course is especially recommended for those who plan to teach Spanish. Focus on advanced grammar functions and correcting common mistakes. Translation exercises reinforce grammar fundamentals. It is recommended to take this course after SPAN 302 and SPAN 303.,PBK,,
98612,CHIN-101-A,Chinese I,4,,H.Yu,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Valders, Room 371","This course offers an introduction to speaking, reading, listening to, and writing Chinese. Through the study of the language, the student will also gain an appreciation of Chinese culture and contemporary life.",,,
98743,ENVS-389-A,Directed Research (Ital Sem),2,,,8/31/16 0:00,12/15/16 0:00,P,Only open to students participating in the Italy Semester program.,,,"JT2,ENVMJ",,
99541,PE-110-C01,Skl:Aerobic Fitness,1,,C.Garcia-Prats,10/19/16 0:00,12/15/16 0:00,A,"Students will engage in a variety of low impact aerobic exercises that involve rhythmic, continuous movements that exercise large muscle groups.  These exercises are performed with one foot on the floor at all times.  Expect pool workouts, a swimsuit is required.  (One piece for females).","10/19/2016-12/15/2016 PE Skills - 2nd 7 Weeks Monday, Wednesday, Friday 11:00AM - 12:00PM, Regents Center, Room GYMA",,SKL,,
99409,WGST-339-A,ST:Anth Globaliz Soc Chnge,4,,,8/31/16 0:00,12/15/16 0:00,P,This course fulfills the global studies area in WGST program.,,"This class explores globalization though anthropological lens, paying special attention to the gendered nature of the rapid flow of capital, people, goods, images, and ideologies across national boundaries.  We will contextualize the large-scale political, economic, and cultural processes in the everyday realities of particular societies and everyday experiences of regular people.  In other words, this course will study globalization from below.  We will address questions such as how do men and women around the world mediate the processes of globalization?  How do they understand them?  How is globalization implicated in their wellbeing, occupations, family lives, intimacies, futures?  In addition, students will be challenged to think about the interactions between the issues of social justice, human rights, and the anthropological dedication to cultural rights of the populations they study.","INTCL,PBK",,Anth-101 or Wgst-130
99390,THE-100-B,Prod Pract: Who Do You Trust,0,,"M.Dintaman,J.Hawley,L.Lantz",8/31/16 0:00,12/15/16 0:00,A,Consent of instructor required.  Enrollment by audition and/or interview. ,"08/31/2016-12/09/2016 Practicum or Clinicals Monday, Wednesday, Friday 02:45PM - 03:45PM, Arranged, Room ARR","An intensive experiental research ensemble devoted to crafting, creating, developing, and producing a faculty-directed theatre and/or dance event.  Students in this course will be involved in research and theoretical discussion supporting active involvement in a collaborative process of performance, design and production management, such as director/designer assistant; set construction; lighting, sound, costume, properties, make-up/hair, and stage management.  Theatre majors must complete 6 Production Practicums, while minors must complete 3.  Course may be repeated an unlimited number of times.  Enrollment by audition or consent of instructor. ",HE,,
99490,REL-485-A,Sem: Constructive Theologies,4,,W.Deifelt,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Main, Room 213","A feature of contemporary theological thought is its capacity to dialogue with and draw from multiple areas of knowledge. By becoming more interdisciplinary and intersectional, theological discourses and practices have been able to present an array of constructive theologies. Pulling from fields such as literary criticism, continental philosophy, political science, or ecological thought (to mention a few) has afforded new intellectual engagement to theological questions, particularly those related to the orthopraxy of contextual theological movements. These constructive theologies identify overlapping social identities and related systems of oppression, while also pointing out modes of liberation drawn from the strategies presented by these contextual movements. Among the authors to be studied are Catherine Keller (Cloud of the Impossible: Negative Theology and Planetary Entanglement ), Kelly Brown Douglas (Stand Your Ground: Black Bodies and the Justice of God), Jí_rgen Moltmann (The Living God and the Fullness of Life), Kristin Johnston Largen (Baby Krishna, Infant Christ: A Comparative Theology of Salvation) and Robert C. Saler (Between Magisterium and Marketplace: A Constructive Account of Theology and the Church).",W,,Complete 3 courses in Religion.
99265,PHYS-490-A,Senior Project,1,,"J.Perez,J.Wilkerson,E.Flater,T.Pedlar",8/31/16 0:00,12/15/16 0:00,A,A year-long course. For senior project credit students must enroll in Physics 490 in the fall for 1 credit and Physics 491 in the spring for 2 credits.,"08/31/2016-12/15/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",Students will design and implement a project under the supervision of the faculty. Requires senior standing.,PBK,,
98828,LAT-101-B,Elementary Latin I,4,,A.Bulliung,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 209","The first course of a two-semester sequence emphasizing the basic grammar, vocabulary, and syntax of Latin.",PBK,,
99276,POLS-380-A,Internship,1,4,,8/31/16 0:00,12/15/16 0:00,P,Available only to students participating in the Washington Consortium program.,,Supervised off-campus work situations in public or private organizations. Graded credit/no credit.,JT2,,
99430,SCI-121L-A02,Intro to Astronomy Lab,0,,J.Wilkerson,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Tuesday 01:30PM - 03:30PM, Valders, Room 282",,PBK,,
99362,SPAN-102-D,Elementary Spanish II,4,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 12:15PM - 01:15PM, Main, Room 214",Introduction to the basic skills needed for communicating in Spanish. Stress on both oral and written forms. Intended for those with no previous Spanish study.,PBK,,SPAN 101 or recommended placement.
98600,CHEM-241L-02,Organic Chem I Lab,0,,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lab Tuesday 02:30PM - 05:30PM, Sampson Hoffland Laboratories, Room 357",,,Take CHEM-241,
98472,ACCTG-358-A,Managerial Cost Accounting,4,,B.Cord,8/31/16 0:00,12/15/16 0:00,A,Open only to juniors and seniors.,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Olin, Room 208","Advanced course in managerial and cost accounting concepts and practice.  Topics include profitability analysis, cost allocation methods, cost management, process costing, inventory management, capital budgeting, transfer pricing, and performance measurement.",,,ACCTG 250
99060,MUS-330-B,Private Instruction-Voice,1,2,H.Andereck,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their third year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Studio seminars may be required. Prerequisite:  music major or music minor with 2 semesters of 230 (Private Instruction). Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
98659,ECON-130-A,Principles of Economics,4,,S.Holland,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Olin, Room 107","An introduction to the uses of economic theory in the analysis of problems emergent in large societies. Specific topics include consumer choice, decision making by firms in price taking and price searching situations, and inflation and aggregate employment analysis. ","HBSSM,SS,PBK",,
99144,NURS-473-A,Community-Centered Care,4,,,8/31/16 0:00,12/15/16 0:00,P,Register for lecture and clinical,,"The study of the community and its population groups. Focus on levels of prevention in the use of the nursing process to promote, maintain and protect the health of individuals, groups and communities. The caring process is emphasized. Clinical experience is in schools, agencies, and community groups providing services in Northeast Iowa. Prerequisites: 350, 353, 354, 360, 365, 368, science 355, 361, 362.",,,
99153,OC-340-D,3/2 Engineering Program,12,,,8/31/16 0:00,12/15/16 0:00,P,,,,,,
99155,OC-340-Q,3+1 Law School Program,12,,,8/31/16 0:00,12/15/16 0:00,P,,,,,,
99099,MUS-430-A,Private Instruction-Tuba,1,2,"M.Smith,B.Yates",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be Announced, Room to be Announced",For music majors in their fourth year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Additional fees will be assessed for this course.,"PRIV,PBK,LES22",,
99105,MUS-430-D,Private Instruction-Voice,1,2,,8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their fourth year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
99107,MUS-430-G,Private Instruction-Voice,1,2,"H.Andereck,J.Lassetter",8/31/16 0:00,12/15/16 0:00,A,,"08/31/2016-12/15/2016 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For music majors in their fourth year of study. Non-majors and music majors in their secondary areas may register for this course with consent of instructor.  Additional fees will be assessed for this course.,"PRIV,PBK,LES16",,
98742,ENVS-380-A,Internship,1,4,,8/31/16 0:00,12/15/16 0:00,P,,,Supervised  work-study placement with a public or private organization engaged in environmental concerns. Requires consent of department head.,JT2,,ENVS 130.
