,course_id,section_name,meeting_id,building_abb,room,monday,tuesday,wednesday,thursday,friday,saturday,sunday,frequency,section_status_x,days,section_title,min_credits,faculty_name,section_status_y,meeting_info,course_description,building_names,faculty_first,faculty_last,division,department_abbreviation,department_name,course_num,seven_week,term,start_date,end_date,start_time,end_time,gen_ed_abb,gen_ed_names,same_as,max_credits,also_fulfills,section_comments,pre_reqs,co_reqs,lab
505,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Organ,1,B.Schultz,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,B,Schultz,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
506,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-Harpsichord,1,K.Reed,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,K,Reed,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
507,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Piano,1,"D.Huang,J.Strauss,X.Hu,M.Kominami",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"D, J, X, M","Huang, Strauss, Hu, Kominami",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
508,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Trumpet,1,"J.Ailabouni,J.Cord",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"J, J","Ailabouni, Cord",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
509,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Trombone,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
510,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Tuba,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
511,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-French Horn,1,R.Shaffer,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,R,Shaffer,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
512,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Euphonium,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
513,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-Percussion,1,M.Geary,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,M,Geary,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
514,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Violin,1,"V.Strauss,S.Martin,I.Kalnin",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"V, S, I","Strauss, Martin, Kalnin",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
515,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Viola,1,S.Martin,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,S,Martin,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
516,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Cello,1,"S.Martin,C.Tutino",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"S, C","Martin, Tutino",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
517,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Bass,1,"S.Martin,M.Van Ryn",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"S, M","Martin, Van Ryn",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
518,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Clarinet,1,M.Chesher,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,M,Chesher,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
519,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Saxophone,1,"M.Chesher,L.Postudensek Hart",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, L","Chesher, Postudensek Hart",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
520,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Oboe,1,H.Armstrong,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,H,Armstrong,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
521,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Bassoon,1,H.James,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,H,James,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
522,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Flute,1,"C.Hester,T.Meade",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"C, T","Hester, Meade",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
523,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Guitar,1,P.Lingen,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,P,Lingen,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
524,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Harp,1,R.Brandwein,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,R,Brandwein,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
525,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Lute,1,P.Lingen,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,P,Lingen,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
526,69,MUS-130-A,57479.0,ARR,ARR,,,,,,,,W,A,,Priv Instruction: Jazz Improv,1,J.Ailabouni,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,J,Ailabouni,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
527,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Voice,1,H.Andereck,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,H,Andereck,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,For first year students beginning Fall 2015 only.,,,
528,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Organ,1,B.Schultz,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,B,Schultz,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
529,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-Harpsichord,1,K.Reed,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,K,Reed,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
530,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Piano,1,"D.Huang,J.Strauss,X.Hu,M.Kominami",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"D, J, X, M","Huang, Strauss, Hu, Kominami",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
531,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Trumpet,1,"J.Ailabouni,J.Cord",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"J, J","Ailabouni, Cord",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
532,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Trombone,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
533,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Tuba,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
534,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-French Horn,1,R.Shaffer,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,R,Shaffer,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
535,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Euphonium,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
536,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-Percussion,1,M.Geary,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,M,Geary,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
537,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Violin,1,"V.Strauss,S.Martin,I.Kalnin",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"V, S, I","Strauss, Martin, Kalnin",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
538,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Viola,1,S.Martin,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,S,Martin,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
539,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Cello,1,"S.Martin,C.Tutino",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"S, C","Martin, Tutino",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
540,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Bass,1,"S.Martin,M.Van Ryn",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"S, M","Martin, Van Ryn",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
541,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Clarinet,1,M.Chesher,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,M,Chesher,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
542,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Saxophone,1,"M.Chesher,L.Postudensek Hart",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, L","Chesher, Postudensek Hart",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
543,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Oboe,1,H.Armstrong,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,H,Armstrong,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
544,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Bassoon,1,H.James,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,H,James,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
545,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Flute,1,"C.Hester,T.Meade",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"C, T","Hester, Meade",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
546,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Guitar,1,P.Lingen,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,P,Lingen,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
547,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Harp,1,R.Brandwein,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,R,Brandwein,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
548,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Lute,1,P.Lingen,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,P,Lingen,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
549,69,MUS-130-A,57480.0,ARR,ARR,,,,,,,,W,A,,Priv Instruction: Jazz Improv,1,J.Ailabouni,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,J,Ailabouni,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
550,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Voice,1,H.Andereck,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,H,Andereck,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,For first year students beginning Fall 2015 only.,,,
551,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Organ,1,B.Schultz,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,B,Schultz,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
552,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-Harpsichord,1,K.Reed,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,K,Reed,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
553,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Piano,1,"D.Huang,J.Strauss,X.Hu,M.Kominami",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"D, J, X, M","Huang, Strauss, Hu, Kominami",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
554,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Trumpet,1,"J.Ailabouni,J.Cord",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"J, J","Ailabouni, Cord",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
555,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Trombone,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
556,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instruction-Tuba,1,"M.Smith,B.Yates",A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,"M, B","Smith, Yates",Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
557,69,MUS-130-A,57481.0,ARR,ARR,,,,,,,,W,A,,Private Instructn-French Horn,1,R.Shaffer,A,"09/02/2015-12/17/2015 Private Instruction Days to be Announced, Times to be AnnouncedArranged, Room ARR",For all applied music students in their first year of study.  Non-majors and music majors in their secondary areas may repeat this course for credit in subsequent years.  Studio seminars may be required.  Additional fees will be assessed for this course.,To be Announced,R,Shaffer,Humanities,MUS,Music,130,0,Fall 2015,9/2/2015,12/17/2015,NA,NA,,,,2.0,,,,,
