,course_id,section_name,meeting_id,building_abb,room,monday,tuesday,wednesday,thursday,friday,saturday,sunday,frequency,section_status,days,section_title,min_credits,faculty_name,meeting_info,course_description,building_names,faculty_first,faculty_last,division,department_abbreviation,department_name,course_num,seven_week,term,start_date,end_date,start_time,end_time,gen_ed_abb,gen_ed_names,same_as,max_credits,also_fulfills,section_comments,pre_reqs,co_reqs,lab,c_id
393,97960,PSYC-356L-A01,58911.0,VALD,349,,Y,,,,,,W,A,T,"Stress, Cop & Well-Being Lab",0,L.Toussaint,"02/09/2016-05/10/2016 Lab Tuesday 02:30PM - 04:00PM, Valders, Room 349",,Valders Hall of Science,L,Toussaint,Social Sciences,PSYC,Psychology,356L,0,Spring 2016,2016/02/04,2016/05/19,14:30,16:00,,,,0.0,,,,,,611
394,97961,PSYC-356L-A02,58912.0,VALD,349,,,,Y,,,,W,A,R,"Stress, Cop & Well-Being Lab",0,L.Toussaint,"02/04/2016-05/12/2016 Lab Thursday 02:30PM - 04:00PM, Valders, Room 349",,Valders Hall of Science,L,Toussaint,Social Sciences,PSYC,Psychology,356L,0,Spring 2016,2016/02/04,2016/05/19,14:30,16:00,,,,0.0,,,,,,611
395,97962,PSYC-468-A,58913.0,VALD,345,,Y,,Y,,,,W,A,TR,Intro to Counseling,4,J.Breitenstein,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 345",An introduction to models of counseling with emphasis on selected processes and skills necessary to apply the models in a variety of settings. One class meeting per week is devoted to practice of skills. Other topics include professional ethics and the efficacy of major models of counseling.,Valders Hall of Science,J,Breitenstein,Social Sciences,PSYC,Psychology,468,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,,,,0.0,,,,,,480
396,97963,PSYC-468-B,58914.0,VALD,345,,Y,,Y,,,,W,A,TR,Intro to Counseling,4,J.Breitenstein,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Valders, Room 345",An introduction to models of counseling with emphasis on selected processes and skills necessary to apply the models in a variety of settings. One class meeting per week is devoted to practice of skills. Other topics include professional ethics and the efficacy of major models of counseling.,Valders Hall of Science,J,Breitenstein,Social Sciences,PSYC,Psychology,468,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:30,,,,0.0,,,,,,480
397,97965,PSYC-490-A,58915.0,ARR,ARR,,,,,,,,W,A,,Senior Project,1,"D.Bishop,J.Breitenstein,K.Gould,D.Njus,L.Toussaint,S.Travers,J.Sprung","02/04/2016-05/19/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,To be Announced,"D, J, K, D, L, S, J","Bishop, Breitenstein, Gould, Njus, Toussaint, Travers, Sprung",Social Sciences,PSYC,Psychology,490,0,Spring 2016,2016/02/04,2016/05/19,NA,NA,,,,4.0,,,,,,483
398,97208,BIO-152-A,58916.0,VALD,206,Y,,Y,,Y,,,W,A,MWF,Principles: Molecules/Cells,4,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/05/2016-05/13/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Valders, Room 206","Cells serve as the building blocks of all biological systems, so understanding cellular biology is critical to comprehension of life systems. This course examines the structural and chemical composition of cells, processes related to cellular metabolism and homeostatic control, and genetic concepts related to protein formation, genetic replication and patterns of inheritance. Laboratory methods reinforce concepts and increase students' ability to design experiments, analyze data, and communicate results in written form. Designed as an introduction to biology; required for biology major and minor.",Valders Hall of Science,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:00,NWL,Natural World Lab,,0.0,NWNL,Register for lecture and a lab.,,,"['BIO-152L-A01', 'BIO-152L-A02', 'BIO-152L-A03', 'BIO-152L-A04', 'BIO-152L-A05', 'BIO-152L-A06', 'BIO-152L-A07', 'BIO-152L-A08', 'BIO-152L-A09', 'BIO-152L-A10', 'BIO-152L-A11']",544
399,97209,BIO-152L-A01,58917.0,SAMP,274,Y,,,,,,,W,A,M,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/08/2016-05/09/2016 Lab Monday 01:30PM - 03:30PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,13:30,15:30,,,,0.0,,,,,,545
400,97210,BIO-152L-A02,58918.0,SAMP,274,Y,,,,,,,W,A,M,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/08/2016-05/09/2016 Lab Monday 03:45PM - 05:45PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,15:45,17:45,,,,0.0,,,,,,545
401,97211,BIO-152L-A03,58919.0,SAMP,274,,Y,,,,,,W,A,T,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/09/2016-05/10/2016 Lab Tuesday 07:30AM - 09:30AM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,07:30,09:30,,,,0.0,,,,,,545
402,97212,BIO-152L-A04,58920.0,SAMP,274,,Y,,,,,,W,A,T,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/09/2016-05/10/2016 Lab Tuesday 11:00AM - 01:00PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,11:00,13:00,,,,0.0,,,,,,545
403,97213,BIO-152L-A05,58921.0,SAMP,274,,Y,,,,,,W,A,T,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/09/2016-05/10/2016 Lab Tuesday 01:15PM - 03:15PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,13:15,15:15,,,,0.0,,,,,,545
404,97214,BIO-152L-A06,58922.0,SAMP,274,,Y,,,,,,W,A,T,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/09/2016-05/10/2016 Lab Tuesday 03:30PM - 05:30PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,15:30,17:30,,,,0.0,,,,,,545
405,97215,BIO-152L-A07,58923.0,SAMP,274,,,Y,,,,,W,A,W,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/10/2016-05/11/2016 Lab Wednesday 08:00AM - 10:00AM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,08:00,10:00,,,,0.0,,,,,,545
406,97216,BIO-152L-A08,58924.0,SAMP,274,,,Y,,,,,W,A,W,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/10/2016-05/11/2016 Lab Wednesday 01:30PM - 03:30PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,13:30,15:30,,,,0.0,,,,,,545
407,97217,BIO-152L-A09,58925.0,SAMP,274,,,,Y,,,,W,A,R,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/04/2016-05/12/2016 Lab Thursday 07:30AM - 09:30AM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,07:30,09:30,,,,0.0,,,,,,545
408,97218,BIO-152L-A10,58926.0,SAMP,274,,,,Y,,,,W,A,R,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/04/2016-05/12/2016 Lab Thursday 11:00AM - 01:00PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,11:00,13:00,,,,0.0,,,,,,545
409,97219,BIO-152L-A11,58927.0,SAMP,274,,,,Y,,,,W,A,R,Principles: Molec/Cells Lab,0,"S.Carlson,M.Eichinger,G.Strand,D.Talsness,D.Reding","02/04/2016-05/12/2016 Lab Thursday 01:15PM - 03:15PM, Sampson Hoffland Laboratories, Room 274",,Sampson Hoffland Laboratories,"S, M, G, D, D","Carlson, Eichinger, Strand, Talsness, Reding",Sciences,BIO,Biology,152L,0,Spring 2016,2016/02/04,2016/05/19,13:15,15:15,,,,0.0,,,,,,545
410,97220,BIO-232-A,58928.0,SAMP,131,,,,,,,,W,A,,Microscopy Laboratory,2,R.Fitton,"02/04/2016-05/19/2016 Lecture Days to be Announced, Times to be AnnouncedSampson Hoffland Laboratories, Room 131","Students will develop a short-term project using at least one type of light or electron microscopy studied in Biology 231, including transmission and scanning electron microscopy as well as scanning laser confocal microscopy, fluorescent microscopy and various forms of enhanced contrast techniques. This course will also focus on specimen preparation as well as microscope operation and project design. Projects will likely support current research by biology faculty and will require a poster or oral presentation. Laboratory only with supplemental specimen preparation lectures.",Sampson Hoffland Laboratories,R,Fitton,Sciences,BIO,Biology,232,0,Spring 2016,2016/02/04,2016/05/19,NA,NA,,,,0.0,,Prereq: Bio 231, Bio 231,,,732
411,97222,BIO-248-A,58929.0,OLIN,102,Y,,Y,,Y,,,W,A,MWF,Genetics,4,"G.Strand,D.Talsness","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 11:00AM - 12:00PM, Olin, Room 102","A study of Mendelian genetics, gene structure, mechanisms of gene expression, mutagenesis, evolutionary genetics, and genomics. Lectures and laboratory.",Olin,"G, D","Strand, Talsness",Sciences,BIO,Biology,248,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:00,,,,0.0,,Register for lecture and a lab.,,,"['BIO-248L-A01', 'BIO-248L-A02', 'BIO-248L-A03', 'BIO-248L-A04']",549
412,97223,BIO-248L-A01,58930.0,SAMP,273,,Y,,,,,,W,A,T,Genetics Lab,0,G.Strand,"02/04/2016-05/19/2016 Lab Tuesday 11:00AM - 02:00PM, Sampson Hoffland Laboratories, Room 273",,Sampson Hoffland Laboratories,G,Strand,Sciences,BIO,Biology,248L,0,Spring 2016,2016/02/04,2016/05/19,11:00,14:00,,,,0.0,,,,,,550
413,97224,BIO-248L-A02,58931.0,SAMP,273,,Y,,,,,,W,A,T,Genetics Lab,0,D.Talsness,"02/04/2016-05/19/2016 Lab Tuesday 02:30PM - 05:30PM, Sampson Hoffland Laboratories, Room 273",,Sampson Hoffland Laboratories,D,Talsness,Sciences,BIO,Biology,248L,0,Spring 2016,2016/02/04,2016/05/19,14:30,17:30,,,,0.0,,,,,,550
414,97225,BIO-248L-A03,58932.0,SAMP,273,,,Y,,,,,W,A,W,Genetics Lab,0,D.Talsness,"02/04/2016-05/19/2016 Lab Wednesday 01:30PM - 04:30PM, Sampson Hoffland Laboratories, Room 273",,Sampson Hoffland Laboratories,D,Talsness,Sciences,BIO,Biology,248L,0,Spring 2016,2016/02/04,2016/05/19,13:30,16:30,,,,0.0,,,,,,550
415,97226,BIO-248L-A04,58933.0,SAMP,273,,,,Y,,,,W,A,R,Genetics Lab,0,G.Strand,"02/04/2016-05/19/2016 Lab Thursday 11:00AM - 02:00PM, Sampson Hoffland Laboratories, Room 273",,Sampson Hoffland Laboratories,G,Strand,Sciences,BIO,Biology,248L,0,Spring 2016,2016/02/04,2016/05/19,11:00,14:00,,,,0.0,,,,,,550
416,97228,BIO-250-A,58934.0,SAMP,155,Y,,Y,,Y,,,W,A,MWF,Restor & Conserv Biology,4,M.McNicoll,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 09:15AM - 10:15AM, Sampson Hoffland Laboratories, Room 155","This course is an introduction to restoration ecology and conservation biology, with a primary focus on ecological principles used in restoring human-altered landscapes and conserving natural habitats. Secondarily, it considers basic policy and non-governmental avenues for the protection of biodiversity. Class is a combination of lecture, discussion, and lab. Discussion includes scientific literature and case-studies. In lab, students put theory into practice to develop restoration and conservation plans for local sites in a semester-long project. Requires sophomore standing or above.",Sampson Hoffland Laboratories,M,McNicoll,Sciences,BIO,Biology,250,0,Spring 2016,2016/02/04,2016/05/19,09:15,10:15,NWL,Natural World Lab,,0.0,NWNL,Register for lecture and lab.,,,['BIO-250L-A01'],729
417,97229,BIO-250L-A01,58935.0,SAMP,155,,Y,,,,,,W,A,T,Restor & Conserv Ecol Lab,0,M.McNicoll,"02/09/2016-05/10/2016 Lab Tuesday 12:45PM - 03:45PM, Sampson Hoffland Laboratories, Room 155",,Sampson Hoffland Laboratories,M,McNicoll,Sciences,BIO,Biology,250L,0,Spring 2016,2016/02/04,2016/05/19,12:45,15:45,,,,0.0,,,,,,735
418,97230,BIO-252-A,58936.0,SAMP,135,,Y,,,,,,W,A,T,Botany,4,E.Lynch,"02/04/2016-05/19/2016 Lecture Tuesday 12:00PM - 03:15PM, Sampson Hoffland Laboratories, Room 135","A study of the anatomy, physiology, and evolution of the major groups of plants with an emphasis on field identification of seed plants. Students intersted in developing field biology skills should take this course during their sophomore or junior year. Lectures and laboratory. Laboratory includes field trips that require hiking.",Sampson Hoffland Laboratories,E,Lynch,Sciences,BIO,Biology,252,0,Spring 2016,2016/02/04,2016/05/19,12:00,15:15,,,,0.0,,Register for lecture and lab.  Field trips require walking off trails.,,,['BIO-252L-A01'],551
419,97231,BIO-252L-A01,58937.0,SAMP,135,,,,Y,,,,W,A,R,Botany Lab,0,E.Lynch,"02/04/2016-05/19/2016 Lab Thursday 12:00PM - 03:15PM, Sampson Hoffland Laboratories, Room 135",,Sampson Hoffland Laboratories,E,Lynch,Sciences,BIO,Biology,252L,0,Spring 2016,2016/02/04,2016/05/19,12:00,15:15,,,,0.0,,,,,,552
420,97234,BIO-354-A,58938.0,SAMP,153,,Y,,Y,,,,W,A,TR,Evolutionary Biology,4,E.Baack,"02/04/2016-05/12/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Sampson Hoffland Laboratories, Room 153","An exploration of current questions in evolutionary biology through lecture, lab, and discussion of the primary literature.  Topics include the role of natural selection and drift in human evolution; inferring the origins of new diseases; the effects of genomic conflict on speciation; and the challenges that hybridization poses to understanding the tree of life.",Sampson Hoffland Laboratories,E,Baack,Sciences,BIO,Biology,354,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,,,,0.0,,Register for lecture and lab.,,,['BIO-354L-A01'],554
421,98183,RUS-243-A,58939.0,MAIN,212,,Y,,Y,,,,W,A,TR,Time of Stalin,4,J.Conrad,"02/04/2016-05/12/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Main, Room 212","This course, through the medium of literature and memoirs, focuses on Russia/Soviet Union in the early years after the Bolshevik Revolution (1917) until Gorbachev's glasnost and perestroika. Students will learn about the rise of Stalin, the time of terror and purges at the height of Stalin's regime (mid-1930's), WWII, the ""Thaw"" after Stalin's death in 1953, and the implications Stalinism has on present-day Russia. We will seek answers to the questions of how Stalin was allowed to rise to power, retain political control, and instigate policies that caused the deaths of approximately 20 million Soviet citizens-many of whom were Bolsheviks and loyal members of the Communist Party. Literary readings include memoirs, poetry, and novels. A significant part of the course concerns the role of women in the Bolshevik Revolution and their fate under Stalinism. This course fulfills requirements of international studies, women's studies, and Russian studies. Students without background in Russian language should enroll in FCUL 243/WGST 243. The course is taught in English and readings and writing assignments are in English. Russian language students who have com pleted the prerequisite of RUS 202 may elect to enroll in this course, rather than FCUL 243/WGST 243, for supplementary assignments in Russian. Offered on a rotating basis.",Main Building,J,Conrad,Humanities,RUS,Russian,243,0,Spring 2016,2016/02/04,2016/05/19,12:45,14:15,"INTCL,HIST,HEPT","Intercultural,Historical,Human Expression Primary Text",,0.0,HE,Course is taught in English. Students who have completed Russian 202 may enroll in Russian 243 for additional coursework in Russian," of RUS 202 may elect to enroll in this course, rather than FCUL 243/WGST 243, for supplementary assignments in Russian",,,543
422,97235,BIO-354L-A01,58940.0,SAMP,153,,,,Y,,,,W,A,R,Evolutionary Biology Lab,0,E.Baack,"02/04/2016-05/19/2016 Lab Thursday 02:15PM - 04:15PM, Sampson Hoffland Laboratories, Room 153",,Sampson Hoffland Laboratories,E,Baack,Sciences,BIO,Biology,354L,0,Spring 2016,2016/02/04,2016/05/19,14:15,16:15,,,,0.0,,,,,,683
423,97237,BIO-358-A,58941.0,VALD,242,Y,,Y,,Y,,,W,A,MWF,Toxicology,4,S.Fretham,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Valders, Room 242","This course covers the principles of toxicology, the study of poisons.  Topics include molecular and cellular sites of toxicant action, physiological effects of toxicants in mammalian systems and ecological systems, and the application of toxicology to public health and policy.  Central toxicology concepts such as dose-response, mixtures, gene-environment interaction, and endocrine/reproductive toxicity will be explored in the laboratory culminating in student-designed research projects and scientific papers. It is recommended that students have completed CHEM 152 or 201 before enrollin in this course. Lectures and laboratory.  ",Valders Hall of Science,S,Fretham,Sciences,BIO,Biology,358,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:00,,,,0.0,,Register for lecture and lab.,,,['BIO-358L-A01'],801
424,97238,BIO-358L-A01,58942.0,SAMP,235,,Y,,,,,,W,A,T,Toxicology Lab,0,S.Fretham,"02/04/2016-05/19/2016 Lab Tuesday 11:00AM - 02:00PM, Sampson Hoffland Laboratories, Room 235",,Sampson Hoffland Laboratories,S,Fretham,Sciences,BIO,Biology,358L,0,Spring 2016,2016/02/04,2016/05/19,11:00,14:00,,,,0.0,,,,,,802
425,97239,BIO-362-A,58943.0,VALD,369,,Y,,Y,,,,W,A,TR,Neuroscience,4,S.Carlson,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 08:00AM - 09:30AM, Valders, Room 369","The course explores the means by which neurons function and how they form circuitry related to sensory input, motor control and higher cognitive functions.  A second component of the course is devoted to the role of primary literature within the field of neuroscience, including how hypotheses are formulated, tested and the results conveyed to the scientific community.  A non-lab course.",Valders Hall of Science,S,Carlson,Sciences,BIO,Biology,362,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:30,,,,0.0,,,,,,615
426,98184,AFRS-235-A,58944.0,OLIN,208,,Y,,Y,,,,W,A,TR,The Civil Rights Movement,4,L.Anderson,"02/04/2016-05/12/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Olin, Room 208","In the mid-twentieth century, black and white Americans fought (and many died) for greater rights and freedoms denied by a justice system enmeshed in Jim Crow inequality.  For the past twenty-five years or so, most American schools taught the Civil Rights Movement as an unparalleled success, but in the 21st century, more and more people are asking why there is racial violence and economic inequality if the Civil Rights Movement accomplished what the high school textbooks say it did.  In this class, we will examine the legal, political, economic, and social reforms that the activists of the Civil Rights Movement demanded, along with the pervasive backlash that limited their successes.  We will use the scholarship from history and Africana Studies to investigate these questions, in addition to a range of primary sources including speeches, music, film, television, memoirs, oral histories, and photography.  (Same as HIST 235)",Olin,L,Anderson,Social Sciences,AFRS,African Studies,235,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:30,"HB,HIST","Human Behavior,Historical",HIST 235,0.0,,,,,,907
427,98185,HIST-235-A,58945.0,OLIN,208,,Y,,Y,,,,W,A,TR,The Civil Rights Movement,4,L.Anderson,"02/04/2016-05/12/2016 Lecture Tuesday, Thursday 11:00AM - 12:30PM, Olin, Room 208","In the mid-twentieth century, black and white Americans fought (and many died) for greater rights and freedoms denied by a justice system enmeshed in Jim Crow inequality.  For the past twenty-five years or so, most American schools taught the Civil Rights Movement as an unparalleled success, but in the 21st century, more and more people are asking why there is racial violence and economic inequality if the Civil Rights Movement accomplished what the high school textbooks say it did.  In this class, we will examine the legal, political, economic, and social reforms that the activists of the Civil Rights Movement demanded, along with the pervasive backlash that limited their successes.  We will use the scholarship from history and Africana Studies to investigate these questions, in addition to a range of primary sources including speeches, music, film, television, memoirs, oral histories, and photography.(same as AFRS 235)",Olin,L,Anderson,Social Sciences,HIST,History,235,0,Spring 2016,2016/02/04,2016/05/19,11:00,12:30,"HB,HIST","Human Behavior,Historical",,0.0,,,,,,862
428,97249,BIO-490-A,58946.0,ARR,ARR,,,,,,,,W,A,,Senior Project,1,"S.Carlson,E.Lynch,M.Eichinger,S.Fretham,M.McNicoll,D.Reding","02/04/2016-05/19/2016 Independent Studies Days to be Announced, Times to be AnnouncedArranged, Room ARR",,To be Announced,"S, E, M, S, M, D","Carlson, Lynch, Eichinger, Fretham, McNicoll, Reding",Sciences,BIO,Biology,490,0,Spring 2016,2016/02/04,2016/05/19,NA,NA,,,,4.0,,,,,,562
429,98186,BIO-112-A,58947.0,SAMP,132,Y,,Y,,Y,,,W,A,MWF,"Insects, Humans & Environment",4,K.Larsen,"02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 08:00AM - 09:00AM, Sampson Hoffland Laboratories, Room 132","A study of relationships among insects, humans, and the environment.  Using insects as a model, biological concepts such as evolution, form and function, genetics, development, natural history, biodiversity, and conservation will be covered. Includes a presentation of why insects are so successful, giving attention to their behavior and ecological roles in nature, impacts on human society as causes of famines, plagues and epidemics, and importance in human cultures. Laboratory includes field trips and an investigative approach to learning insect biology.",Sampson Hoffland Laboratories,K,Larsen,Sciences,BIO,Biology,112,0,Spring 2016,2016/02/04,2016/05/19,08:00,09:00,NWL,Natural World Lab,,0.0,NWNL,,,,['BIO-112L-A'],568
430,98187,HIST-321-A,58948.0,KORE,120,,Y,,Y,,,,W,A,TR,Top in US Hist: Indian Countr,4,E.Tebbenhoff,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 04:00PM, Koren, Room 120","Three seperate ""Old Worlds"" collided in the several centuries following 1492 as the peoples of Africa, the Americas and Europe came together to create a world that was genuinely new. These encounters touched every conceivable belief and type of behavior. This course concentrates on several changes of particular importance -- in economic and material life, in religious practices, in diplomacy and warfare, and finally in the re-invention of identities at both the individual and societal level. Each of these types of encounter is viewed through the three major ""lenses"" used to organize the course: race, gender and politics. We will concentrate on the consequences that these encounters had for the lives of Indian people, a perspective of considerable scholarly interest and greatly increased sophistication in recent years. Re-discovering Early America as Indian Country enables us to see the experience of Native Peoples as one of the core ingredients of American history; without the presence, the nation and all of us would be unimaginably different. Counts for Native American certification in the State of Wisconsin certification for Education Majors.",Koren,E,Tebbenhoff,Social Sciences,HIST,History,321,0,Spring 2016,2016/02/04,2016/05/19,14:30,16:00,"HIST,HBSSM","Historical,Human Behavior Social Science Methods",,0.0,HB,,,,,716
431,97346,EDUC-232-A,58949.0,JENS,CHOIR,,Y,,Y,,,,W,A,TR,Music Educ Curr & Strategies,2,J.Wilson,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 02:30PM - 03:10PM, Jenson Noble Hall of Music, Room CHOIR","Students will learn the origins of music curriculum, and fundamentals of instructional planning. Student will converse with school music educators, and examine their own experiences as music learners to begin framing their teacher identity. Students will begin their teaching portfolio.",Jenson-Noble Hall of Music,J,Wilson,Social Sciences,EDUC,Education,232,0,Spring 2016,2016/02/04,2016/05/19,14:30,15:10,,,,0.0,,,,,,588
432,97350,EDUC-255-A,58950.0,JENS,SPER,,Y,,,,,,W,A,T,Percussion Methods,2,M.Geary,"02/04/2016-05/19/2016 Lecture Tuesday 12:45PM - 02:15PM, Jenson Noble Hall of Music, Room SPER","Methods and materials of teaching percussion instruments to elementary and secondary students. Includes knowledge of and proficiency with percussion instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,M,Geary,Social Sciences,EDUC,Education,255,0,Spring 2016,2016/02/04,2016/05/19,12:45,14:15,,,,0.0,,,,,,592
433,97351,EDUC-260-A,58951.0,JENS,SPER,Y,,Y,,Y,,,W,A,MWF,Brass Methods,2,"M.Smith,R.Shaffer,J.Cord","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Jenson Noble Hall of Music, Room SPER","Methods and materials of teaching brass instruments to elementary and secondary students. Includes knowledge of and proficiency on brass instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,"M, R, J","Smith, Shaffer, Cord",Social Sciences,EDUC,Education,260,0,Spring 2016,2016/02/04,2016/05/19,13:30,14:30,,,,0.0,,,,,,570
434,97352,EDUC-265-A,58952.0,JENS,SPER,,Y,,Y,,,,W,A,TR,Double Reeds Methods,2,H.Armstrong,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 11:00AM - 11:40AM, Jenson Noble Hall of Music, Room SPER","Methods and materials of teaching double reed instruments to elementary and secondary students. Includes knowledge of and proficiency on double reed instruments, pedagogy, materials, assessment and grading for individual and small group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,H,Armstrong,Social Sciences,EDUC,Education,265,0,Spring 2016,2016/02/04,2016/05/19,11:00,11:40,,,,0.0,,,,,,590
435,98189,HIST-321-A,58953.0,KORE,218,,Y,,Y,,,,W,A,TR,Top in US Hist:Hawai'ian Isl,4,J.Wilkie,"02/04/2016-05/19/2016 Lecture Tuesday, Thursday 12:45PM - 02:15PM, Koren, Room 218","This course will focus on the dramatic history of the Hawaiian Islands.  In the course students are expected to develop a basic understanding of the history of the islands that make up the current state of Hawai'i (and why this statehood continues to be contested by Hawai'ians).  We will delve briefly into the prehistoric period to provide background for our understanding of the interaction of indigenous Hawaiian culture with European and Asian cultures introduced in the late eighteenth through the twentieth centuries.  Students will spend significant time studying the politics of the Hawai'ian Kingdom, Republic and territorial governments.  We will examine the way the economy evolved from subsistence to plantation to tourism as means of production.  This will include the influence of the economy and politics on the movement of peoples to Hawai'i.  Students will do a research project related to the history of Hawai'i using library and online resources.  They will write a substantial paper and they will present in class on their research process and their results.",Koren,J,Wilkie,Social Sciences,HIST,History,321,0,Spring 2016,2016/02/04,2016/05/19,12:45,14:15,"HIST,HBSSM","Historical,Human Behavior Social Science Methods",,0.0,HB,,,,,716
436,97353,EDUC-270-A,58954.0,JENS,ORCH,Y,,Y,,Y,,,W,A,MWF,String Methods,2,"C.Tutino,I.Kalnin","02/04/2016-05/19/2016 Lecture Monday, Wednesday, Friday 01:30PM - 02:30PM, Jenson Noble Hall of Music, Room ORCH","Methods and materials of teaching bowed string instruments (violin, viola, cello and double bass) to elementary and secondary students. Includes knowledge of and proficiency on string instruments, pedagogy, materials, assessment and grading for individual and small-group studio lessons. Required for instrumental music licensure.",Jenson-Noble Hall of Music,"C, I","Tutino, Kalnin",Social Sciences,EDUC,Education,270,0,Spring 2016,2016/02/04,2016/05/19,13:30,14:30,,,,0.0,,,,,,591
